index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,0.01%,%,bctn
2,State ownership,Sở hữu nhà nước,75.87%,%,bctn
3,Institutional ownership,Sở hữu tổ chức,78.59%,%,bctn
4,Foreign ownership,Sở hữu nước ngoài,17.26%,%,bctn
5,Total share outstanding,Tổng số cổ phiếu lưu hành,1270592235,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,304063811426444,VND,pdf
7,Total assets,Tổng tài sản,74475615486233,VND,pdf
8,Selling expenses,Chi phí bán hàng,10499546305289,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,823260439762,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,2324792686084,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,11657893634724,VND,computed_from_pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,1942217776454,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,5045685043878,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,11844697041826,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,160208535691,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,3269512471062,VND,pdf
17,Production cost,Tổng chi phí sản xuất,19973091149664,VND,computed_from_pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,0,VND,bctn_no_separate_disclosure
19,Product innovation,Đổi mới sản phẩm,1,binary,bctn_inferred
20,Process innovation,Đổi mới quy trình,1,binary,bctn_supported
21,Net Income,Lợi nhuận sau thuế,1902233337751,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,27782610644219,VND,pdf
23,Market value of equity,Vốn hóa thị trường,38089814020830,VND,web
24,Total liabilities,Nợ phải trả,46693004842014,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,5091763868262,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,2120326212286,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,3004001402092,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,11606028926698,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,823350989928,VND,pdf
30,Current assets,Tài sản ngắn hạn,50170189581865,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,45694575928857,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,0.7991,%,computed
33,Total inventory,Hàng tồn kho,17232373206446,VND,pdf
34,Divident payment,Cổ tức đã trả,1745540077268,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,1036,VND,pdf
36,Number of employees,Số lượng nhân viên,26153,người,bctn
37,"Net plant, property and equipment",Tài sản cố định hữu hình,11958990635173,VND,pdf
38,Firm age,Tuổi công ty,27,years,computed
