index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,0.06%,%,manual
2,State ownership,Sở hữu nhà nước,51.00%,%,manual
3,Institutional ownership,Sở hữu tổ chức,48.19%,%,manual
4,Foreign ownership,Sở hữu nước ngoài,0.75%,%,manual
5,Total share outstanding,Tổng số cổ phiếu lưu hành,140000000,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,3187472580688.0,VND,pdf
7,Total assets,Tổng tài sản,2715145833095,VND,pdf
8,Selling expenses,Chi phí bán hàng,59837274408,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,75556618491,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,8158880601,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,50723132847,VND,pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,81156381774,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,660595854749,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,1918468966862,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,12585345282883,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,796646653479,VND,pdf
17,Production cost,Tổng chi phí sản xuất,1993061025602,VND,pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,0,VND,pdf
19,Product innovation,Đổi mới sản phẩm,0,binary,manual
20,Process innovation,Đổi mới quy trình,0,binary,manual
21,Net Income,Lợi nhuận sau thuế,155371166443,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,1672142080893,VND,pdf
23,Market value of equity,Vốn hóa thị trường,1472553496093.75,VND,yahoo
24,Total liabilities,Nợ phải trả,1043003752202,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,365131187330,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,13918898746,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,-139399326420,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,260407006318,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,0,VND,pdf
30,Current assets,Tài sản ngắn hạn,1581022452852,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,524269916748,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,31.7%,%,computed
33,Total inventory,Hàng tồn kho,123257501602,VND,pdf
34,Divident payment,Cổ tức đã trả,24360000,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,1110,VND,pdf
36,Number of employees,Số lượng nhân viên,701,người,manual
37,"Net plant, property and equipment",Tài sản cố định hữu hình,937989991456,VND,pdf
38,Firm age,Tuổi công ty,53,years,computed
