index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,0.18,%,manual
2,State ownership,Sở hữu nhà nước,75.56,%,manual
3,Institutional ownership,Sở hữu tổ chức,8.15,%,manual
4,Foreign ownership,Sở hữu nước ngoài,6.61,%,manual
5,Total share outstanding,Tổng số cổ phiếu lưu hành,529400000,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,9869620015688,VND,pdf
7,Total assets,Tổng tài sản,11072121334925,VND,pdf
8,Selling expenses,Chi phí bán hàng,420401252844,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,528491737615,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,38935203139,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,2493408169102,VND,pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,1954502912033,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,4548981056080,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,1832823467303,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,160079078793,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,363746182692,VND,pdf
17,Production cost,Tổng chi phí sản xuất,7623666391291,VND,pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,216728275492,VND,pdf
19,Product innovation,Đổi mới sản phẩm,1,binary,manual
20,Process innovation,Đổi mới quy trình,1,binary,manual
21,Net Income,Lợi nhuận sau thuế,1826124286936,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,7478097275386,VND,pdf
23,Market value of equity,Vốn hóa thị trường,20911300000000,VND,yahoo
24,Total liabilities,Nợ phải trả,3594024059539,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,2568827826644,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,156948169088,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,-2102225689699,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,427652730904,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,2676343532,VND,pdf
30,Current assets,Tài sản ngắn hạn,7276291649429,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,3186610542693,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,175.66,%,computed
33,Total inventory,Hàng tồn kho,2204077707734,VND,pdf
34,Divident payment,Cổ tức đã trả,425324592700,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,3.073,VND,pdf
36,Number of employees,Số lượng nhân viên,1241,người,manual
37,"Net plant, property and equipment",Tài sản cố định hữu hình,3366688086806,VND,pdf
38,Firm age,Tuổi công ty,10,years,computed
