index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,,%,manual
2,State ownership,Sở hữu nhà nước,36.00%,%,manual
3,Institutional ownership,Sở hữu tổ chức,,%,manual
4,Foreign ownership,Sở hữu nước ngoài,,%,manual
5,Total share outstanding,Tổng số cổ phiếu lưu hành,2089645346,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,59636286225547.0,VND,pdf
7,Total assets,Tổng tài sản,48432480673629,VND,pdf
8,Selling expenses,Chi phí bán hàng,13447492622165,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,1958155456285,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,1136500988622,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,15174094599354,VND,pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,13539380824416,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,24697908977731,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,268812038616,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,2923270919069,VND,pdf
17,Production cost,Tổng chi phí sản xuất,45350064591871,VND,pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,1439912629179,VND,pdf
19,Product innovation,Đổi mới sản phẩm,,binary,manual
20,Process innovation,Đổi mới quy trình,,binary,manual
21,Net Income,Lợi nhuận sau thuế,11235732234125,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,33647122229822,VND,pdf
23,Market value of equity,Vốn hóa thị trường,,VND,yahoo
24,Total liabilities,Nợ phải trả,14785358443807,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,10180169388228,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,-1264816995703,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,-4802010161311,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,2111242815581,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,167421748884,VND,pdf
30,Current assets,Tài sản ngắn hạn,29665725805058,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,14212646285475,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,,%,computed
33,Total inventory,Hàng tồn kho,4905068613616,VND,pdf
34,Divident payment,Cổ tức đã trả,-7927711544061,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,4770,VND,pdf
36,Number of employees,Số lượng nhân viên,9361,người,manual
37,"Net plant, property and equipment",Tài sản cố định hữu hình,12717306878414,VND,pdf
38,Firm age,Tuổi công ty,44.0,years,computed
