index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,,%,manual
2,State ownership,Sở hữu nhà nước,0,%,manual
3,Institutional ownership,Sở hữu tổ chức,55.3,%,manual
4,Foreign ownership,Sở hữu nước ngoài,26.04,%,manual
5,Total share outstanding,Tổng số cổ phiếu lưu hành,289806316,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,3117848656334.0,VND,pdf
7,Total assets,Tổng tài sản,7832890563472,VND,pdf
8,Selling expenses,Chi phí bán hàng,42928149429,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,250109853752,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,11322514262,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,null,VND,pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,333765494653,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,481643133273,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,2868076300464,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,163802399705,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,193963988615,VND,pdf
17,Production cost,Tổng chi phí sản xuất,null,VND,pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,null,VND,pdf
19,Product innovation,Đổi mới sản phẩm,1,binary,manual
20,Process innovation,Đổi mới quy trình,1,binary,manual
21,Net Income,Lợi nhuận sau thuế,337134283458,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,5957272877780,VND,pdf
23,Market value of equity,Vốn hóa thị trường,9259102931882.414,VND,yahoo
24,Total liabilities,Nợ phải trả,1875617685692,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,-159482342730,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,24338227000,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,654915548719,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,369889034758,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,0,VND,pdf
30,Current assets,Tài sản ngắn hạn,2927863512173,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,1868199780570,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,58,%,computed
33,Total inventory,Hàng tồn kho,4302666161,VND,pdf
34,Divident payment,Cổ tức đã trả,337987939670,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,1473.85,VND,pdf
36,Number of employees,Số lượng nhân viên,131,người,manual
37,"Net plant, property and equipment",Tài sản cố định hữu hình,31063696219,VND,pdf
38,Firm age,Tuổi công ty,27,years,computed
