index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,0.53%,%,manual
2,State ownership,Sở hữu nhà nước,36.00%,%,manual
3,Institutional ownership,Sở hữu tổ chức,8.27%,%,manual
4,Foreign ownership,Sở hữu nước ngoài,55.2%,%,manual
5,Total share outstanding,Tổng số cổ phiếu lưu hành,2089955445,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,59956247197418.0,VND,pdf
7,Total assets,Tổng tài sản,48482664236220,VND,pdf
8,Selling expenses,Chi phí bán hàng,12548212246871,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,1595845681078,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,1042841135518,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,2651468966862,VND,pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,10491064827100,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,28254043965342,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,3061468966862,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,1258468966862,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,2651468966862,VND,pdf
17,Production cost,Tổng chi phí sản xuất,37288756248971,VND,pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,44861556758,VND,pdf
19,Product innovation,Đổi mới sản phẩm,1,binary,manual
20,Process innovation,Đổi mới quy trình,1,binary,manual
21,Net Income,Lợi nhuận sau thuế,8577575319708,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,32816518355085,VND,pdf
23,Market value of equity,Vốn hóa thị trường,159045609364500,VND,yahoo
24,Total liabilities,Nợ phải trả,15666145881135,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,8827273176516,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,1456914052616,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,3472771515098,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,2299943527624,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,66028725000,VND,pdf
30,Current assets,Tài sản ngắn hạn,31560382174201,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,15308423081524,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,-1.6%,%,computed
33,Total inventory,Hàng tồn kho,5537563396117,VND,pdf
34,Divident payment,Cổ tức đã trả,8046328463250,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,3632,VND,pdf
36,Number of employees,Số lượng nhân viên,9506,người,manual
37,"Net plant, property and equipment",Tài sản cố định hữu hình,3234135024535,VND,pdf
38,Firm age,Tuổi công ty,46.0,years,computed
