company_code,year,index_id,index_name,value,unit,source
NTP,2024,9,General and administrative expenditure,885058912782.0,VND,pdf
NTP,2024,10,Value of intangible assets,7105350000.0,VND,pdf
NTP,2024,12,Net operating income,885058912782.0,VND,pdf
NTP,2024,14,Merchandise purchase of the year,3886614549588.0,VND,pdf
NTP,2024,16,Outside manufacturing expenses,369568126100.0,VND,pdf
NTP,2024,17,Production cost,3886614549588.0,VND,pdf
NTP,2024,21,Net Income,1023430361089.0,VND,pdf
NTP,2024,22,Total shareholders' equity,3666374210005.0,VND,pdf
NTP,2024,24,Total liabilities,2338199851626.0,VND,pdf
NTP,2024,28,Cash and cash equivalent,237516360.0,VND,pdf
NTP,2024,30,Current assets,4472882423054.0,VND,pdf
NTP,2024,31,Current liabilities,2338199851626.0,VND,pdf
NTP,2024,32,Growth ratio,-2.51,%,computed
NTP,2024,33,Total inventory,-33611274.0,VND,pdf
NTP,2024,35,EPS,735659511537.0,VND,pdf
NTP,2024,37,"Net plant, property and equipment",266982.0,VND,pdf
NTP,2024,38,Firm age,64.0,years,yahoo
PLX,2020,1,Managerial ownership,10.0,%,yahoo
PLX,2020,6,Total sales revenue and Net sales revenue,189603525406879.0,VND,pdf
PLX,2020,7,Total assets,61106212964443.0,VND,pdf
PLX,2020,8,Selling expenses,3269310893373.0,VND,pdf
PLX,2020,9,General and administrative expenditure,5511407200163.0,VND,pdf
PLX,2020,10,Value of intangible assets,421488.0,VND,pdf
PLX,2020,14,Merchandise purchase of the year,166995.0,VND,pdf
PLX,2020,15,Work-in-progress goods purchase,127972606823.0,VND,pdf
PLX,2020,21,Net Income,2760573038032.0,VND,pdf
PLX,2020,22,Total shareholders' equity,24126402466781.0,VND,pdf
PLX,2020,24,Total liabilities,36979810497662.0,VND,pdf
PLX,2020,28,Cash and cash equivalent,10611737373774.0,VND,pdf
PLX,2020,29,Long-term debt,1580135356248.0,VND,pdf
PLX,2020,30,Current assets,37796818993084.0,VND,pdf
PLX,2020,31,Current liabilities,35399675141414.0,VND,pdf
PLX,2020,33,Total inventory,9399531195899.0,VND,pdf
PLX,2020,37,"Net plant, property and equipment",7213204.0,VND,pdf
PLX,2020,38,Firm age,64.0,years,yahoo
PLX,2021,1,Managerial ownership,10.0,%,yahoo
PLX,2021,6,Total sales revenue and Net sales revenue,169105701481340.0,VND,pdf
PLX,2021,7,Total assets,169008605067215.0,VND,pdf
PLX,2021,8,Selling expenses,3509499759070.0,VND,pdf
PLX,2021,9,General and administrative expenditure,397506868500.0,VND,pdf
PLX,2021,13,Consumption of raw material,3893970152439.0,VND,pdf
PLX,2021,14,Merchandise purchase of the year,3826706276284.0,VND,pdf
PLX,2021,16,Outside manufacturing expenses,5328561671649.0,VND,pdf
PLX,2021,21,Net Income,3123734179723.0,VND,pdf
PLX,2021,22,Total shareholders' equity,542140339196.0,VND,pdf
PLX,2021,24,Total liabilities,26135746258535.0,VND,pdf
PLX,2021,28,Cash and cash equivalent,6192497.0,VND,pdf
PLX,2021,29,Long-term debt,1323962662861.0,VND,pdf
PLX,2021,30,Current assets,2516583189725.0,VND,pdf
PLX,2021,31,Current liabilities,35207086754200.0,VND,pdf
PLX,2021,32,Growth ratio,-10.81,%,computed
PLX,2021,33,Total inventory,13163096309698.0,VND,pdf
PLX,2021,37,"Net plant, property and equipment",7213204.0,VND,pdf
PLX,2021,38,Firm age,65.0,years,yahoo
PLX,2022,1,Managerial ownership,10.0,%,yahoo
PLX,2022,6,Total sales revenue and Net sales revenue,304171606608893.0,VND,pdf
PLX,2022,7,Total assets,64791240989120.0,VND,pdf
PLX,2022,8,Selling expenses,10499546305289.0,VND,pdf
PLX,2022,9,General and administrative expenditure,3517193962030.0,VND,pdf
PLX,2022,10,Value of intangible assets,265630.0,VND,pdf
PLX,2022,14,Merchandise purchase of the year,8341611628294.0,VND,pdf
PLX,2022,21,Net Income,2706196720866.0,VND,pdf
PLX,2022,22,Total shareholders' equity,27782610644219.0,VND,pdf
PLX,2022,24,Total liabilities,46693004842014.0,VND,pdf
PLX,2022,28,Cash and cash equivalent,114752533325.0,VND,pdf
PLX,2022,29,Long-term debt,998428913157.0,VND,pdf
PLX,2022,30,Current assets,50170189581865.0,VND,pdf
PLX,2022,31,Current liabilities,45694575928857.0,VND,pdf
PLX,2022,32,Growth ratio,79.87,%,computed
PLX,2022,33,Total inventory,17232373206446.0,VND,pdf
PLX,2022,37,"Net plant, property and equipment",8914296.0,VND,pdf
PLX,2022,38,Firm age,66.0,years,yahoo
PLX,2023,1,Managerial ownership,10.0,%,yahoo
PLX,2023,5,Total share outstanding,1270592235.0,shares,yahoo
PLX,2023,6,Total sales revenue and Net sales revenue,304171606608893.0,VND,pdf
PLX,2023,7,Total assets,79675619099330.0,VND,pdf
PLX,2023,8,Selling expenses,4345312370975.0,VND,pdf
PLX,2023,9,General and administrative expenditure,476606825270.0,VND,pdf
PLX,2023,10,Value of intangible assets,-24143179724.0,VND,pdf
PLX,2023,13,Consumption of raw material,4580950980273.0,VND,pdf
PLX,2023,14,Merchandise purchase of the year,9988470775076.0,VND,pdf
PLX,2023,16,Outside manufacturing expenses,105718357073.0,VND,pdf
PLX,2023,21,Net Income,1360674905270.0,VND,pdf
PLX,2023,22,Total shareholders' equity,29202107178831.0,VND,pdf
PLX,2023,23,Market value of equity,40817239518275.86,VND,yahoo
PLX,2023,24,Total liabilities,50473511920499.0,VND,pdf
PLX,2023,28,Cash and cash equivalent,14048245083619.0,VND,pdf
PLX,2023,29,Long-term debt,812900013466.0,VND,pdf
PLX,2023,30,Current assets,57306926231393.0,VND,pdf
PLX,2023,31,Current liabilities,49660611907033.0,VND,pdf
PLX,2023,32,Growth ratio,0.0,%,computed
PLX,2023,33,Total inventory,14639913875637.0,VND,pdf
PLX,2023,37,"Net plant, property and equipment",11946213.0,VND,pdf
PLX,2023,38,Firm age,67.0,years,yahoo
PLX,2024,1,Managerial ownership,10.0,%,yahoo
PLX,2024,5,Total share outstanding,1270592235.0,shares,yahoo
PLX,2024,6,Total sales revenue and Net sales revenue,284124014890319.0,VND,pdf
PLX,2024,7,Total assets,51179621629763.0,VND,pdf
PLX,2024,8,Selling expenses,5669236252898.0,VND,pdf
PLX,2024,9,General and administrative expenditure,560794442106.0,VND,pdf
PLX,2024,14,Merchandise purchase of the year,7623.0,VND,pdf
PLX,2024,16,Outside manufacturing expenses,3504918159232.0,VND,pdf
PLX,2024,21,Net Income,3161151940515.0,VND,pdf
PLX,2024,22,Total shareholders' equity,3161151940515.0,VND,pdf
PLX,2024,23,Market value of equity,46962463826104.28,VND,yahoo
PLX,2024,24,Total liabilities,2830303546674.0,VND,pdf
PLX,2024,28,Cash and cash equivalent,7623.0,VND,pdf
PLX,2024,29,Long-term debt,202966023540.0,VND,pdf
PLX,2024,31,Current liabilities,51179621629763.0,VND,pdf
PLX,2024,32,Growth ratio,-6.59,%,computed
PLX,2024,33,Total inventory,12652247899.0,VND,pdf
PLX,2024,37,"Net plant, property and equipment",1039655.0,VND,pdf
PLX,2024,38,Firm age,68.0,years,yahoo
PNJ,2020,1,Managerial ownership,10.0,%,yahoo
PNJ,2020,6,Total sales revenue and Net sales revenue,17510788660999.0,VND,pdf
PNJ,2020,8,Selling expenses,1506216143061.0,VND,pdf
PNJ,2020,9,General and administrative expenditure,1506712385551.0,VND,pdf
PNJ,2020,10,Value of intangible assets,650372885361.0,VND,pdf
PNJ,2020,14,Merchandise purchase of the year,-14076055770112.0,VND,pdf
PNJ,2020,17,Production cost,-14076055770112.0,VND,pdf
PNJ,2020,21,Net Income,670045205971.0,VND,pdf
PNJ,2020,22,Total shareholders' equity,5241861865008.0,VND,pdf
PNJ,2020,24,Total liabilities,241284233443.0,VND,pdf
PNJ,2020,30,Current assets,7143929036497.0,VND,pdf
PNJ,2020,31,Current liabilities,1907366443.0,VND,pdf
PNJ,2020,33,Total inventory,6545905987056.0,VND,pdf
PNJ,2020,37,"Net plant, property and equipment",281244232172.0,VND,pdf
PNJ,2020,38,Firm age,32.0,years,yahoo
PNJ,2021,1,Managerial ownership,10.0,%,yahoo
PNJ,2021,6,Total sales revenue and Net sales revenue,19735646137250.0,VND,pdf
PNJ,2021,7,Total assets,10619016547122.0,VND,pdf
PNJ,2021,8,Selling expenses,927933521764.0,VND,pdf
PNJ,2021,9,General and administrative expenditure,362870156577.0,VND,pdf
PNJ,2021,10,Value of intangible assets,650848303.0,VND,pdf
PNJ,2021,14,Merchandise purchase of the year,763475538.0,VND,pdf
PNJ,2021,21,Net Income,920611645.0,VND,pdf
PNJ,2021,22,Total shareholders' equity,6012633980253.0,VND,pdf
PNJ,2021,24,Total liabilities,4606382566869.0,VND,pdf
PNJ,2021,29,Long-term debt,43380157361.0,VND,pdf
PNJ,2021,30,Current assets,70025928617.0,VND,pdf
PNJ,2021,31,Current liabilities,4563002409508.0,VND,pdf
PNJ,2021,32,Growth ratio,12.71,%,computed
PNJ,2021,33,Total inventory,8754741712359.0,VND,pdf
PNJ,2021,37,"Net plant, property and equipment",259137188160.0,VND,pdf
PNJ,2021,38,Firm age,33.0,years,yahoo
PNJ,2022,1,Managerial ownership,10.0,%,yahoo
PNJ,2022,6,Total sales revenue and Net sales revenue,33876454559153.0,VND,pdf
PNJ,2022,14,Merchandise purchase of the year,2039055649896.0,VND,pdf
PNJ,2022,21,Net Income,615061462200.0,VND,pdf
PNJ,2022,25,Net cash from operating activities,100581206698.0,VND,pdf
PNJ,2022,27,Cash flows from investing activities,-370667278626.0,VND,pdf
PNJ,2022,32,Growth ratio,71.65,%,computed
PNJ,2022,33,Total inventory,323314557.0,VND,pdf
PNJ,2022,34,Dividend payment,-671158340.0,VND,pdf
PNJ,2022,38,Firm age,34.0,years,yahoo
PNJ,2023,1,Managerial ownership,10.0,%,yahoo
PNJ,2023,5,Total share outstanding,337905217.0,shares,yahoo
PNJ,2023,6,Total sales revenue and Net sales revenue,33876454559153.0,VND,pdf
PNJ,2023,8,Selling expenses,2835769469802.0,VND,pdf
PNJ,2023,9,General and administrative expenditure,2484131409572.0,VND,pdf
PNJ,2023,10,Value of intangible assets,6982250583.0,VND,pdf
PNJ,2023,12,Net operating income,2484131409572.0,VND,pdf
PNJ,2023,14,Merchandise purchase of the year,307114254166.0,VND,pdf
PNJ,2023,17,Production cost,27005589756309.0,VND,pdf
PNJ,2023,21,Net Income,1971099177135.0,VND,pdf
PNJ,2023,23,Market value of equity,27574858188780.805,VND,yahoo
PNJ,2023,32,Growth ratio,0.0,%,computed
PNJ,2023,33,Total inventory,1336881052967.0,VND,pdf
PNJ,2023,37,"Net plant, property and equipment",-1712404193.0,VND,pdf
PNJ,2023,38,Firm age,35.0,years,yahoo
PNJ,2024,1,Managerial ownership,10.0,%,yahoo
PNJ,2024,5,Total share outstanding,337905217.0,shares,yahoo
PNJ,2024,6,Total sales revenue and Net sales revenue,38232401184050.0,VND,pdf
PNJ,2024,8,Selling expenses,2835769469802.0,VND,pdf
PNJ,2024,9,General and administrative expenditure,2652129250669.0,VND,pdf
PNJ,2024,10,Value of intangible assets,608688570597.0,VND,pdf
PNJ,2024,12,Net operating income,2652129250669.0,VND,pdf
PNJ,2024,14,Merchandise purchase of the year,31149334531193.0,VND,pdf
PNJ,2024,16,Outside manufacturing expenses,173160607691.0,VND,pdf
PNJ,2024,17,Production cost,31149334531193.0,VND,pdf
PNJ,2024,21,Net Income,2112916282946.0,VND,pdf
PNJ,2024,23,Market value of equity,31903109872294.375,VND,yahoo
PNJ,2024,32,Growth ratio,12.86,%,computed
PNJ,2024,33,Total inventory,2930000000000.0,VND,pdf
PNJ,2024,37,"Net plant, property and equipment",248430247930.0,VND,pdf
PNJ,2024,38,Firm age,36.0,years,yahoo
SAB,2020,1,Managerial ownership,10.0,%,yahoo
SAB,2020,5,Total share outstanding,1282562372.0,shares,yahoo
SAB,2020,6,Total sales revenue and Net sales revenue,39828535843014.0,VND,pdf
SAB,2020,8,Selling expenses,5242320825536.0,VND,pdf
SAB,2020,9,General and administrative expenditure,5242320825536.0,VND,pdf
SAB,2020,10,Value of intangible assets,62221.0,VND,pdf
SAB,2020,14,Merchandise purchase of the year,-4321915026.0,VND,pdf
SAB,2020,21,Net Income,5932879551458.0,VND,pdf
SAB,2020,23,Market value of equity,105476526670685.62,VND,yahoo
SAB,2020,24,Total liabilities,-561690538465.0,VND,pdf
SAB,2020,25,Net cash from operating activities,5205642035515.0,VND,pdf
SAB,2020,28,Cash and cash equivalent,987216978696.0,VND,pdf
SAB,2020,33,Total inventory,23891.0,VND,pdf
SAB,2020,37,"Net plant, property and equipment",2154623.0,VND,pdf
SAB,2020,38,Firm age,43.0,years,yahoo
SAB,2021,1,Managerial ownership,10.0,%,yahoo
SAB,2021,5,Total share outstanding,1282562372.0,shares,yahoo
SAB,2021,6,Total sales revenue and Net sales revenue,31435551511793.0,VND,pdf
SAB,2021,7,Total assets,3459074140936.0,VND,pdf
SAB,2021,8,Selling expenses,5204542870332.0,VND,pdf
SAB,2021,10,Value of intangible assets,62573.0,VND,pdf
SAB,2021,12,Net operating income,4011960350649.0,VND,pdf
SAB,2021,13,Consumption of raw material,145774473960.0,VND,pdf
SAB,2021,14,Merchandise purchase of the year,2003711324.0,VND,pdf
SAB,2021,15,Work-in-progress goods purchase,69478655598.0,VND,pdf
SAB,2021,17,Production cost,1445885115915.0,VND,pdf
SAB,2021,21,Net Income,11792863811240.0,VND,pdf
SAB,2021,22,Total shareholders' equity,18966495473280.0,VND,pdf
SAB,2021,23,Market value of equity,78527276010128.97,VND,yahoo
SAB,2021,24,Total liabilities,6469730925708.0,VND,pdf
SAB,2021,25,Net cash from operating activities,4084.0,VND,pdf
SAB,2021,27,Cash flows from investing activities,-43980184684.0,VND,pdf
SAB,2021,28,Cash and cash equivalent,38196945.0,VND,pdf
SAB,2021,29,Long-term debt,91400272698.0,VND,pdf
SAB,2021,30,Current assets,20009862784505.0,VND,pdf
SAB,2021,31,Current liabilities,6378330653010.0,VND,pdf
SAB,2021,32,Growth ratio,-21.07,%,computed
SAB,2021,33,Total inventory,23891388527.0,VND,pdf
SAB,2021,37,"Net plant, property and equipment",2273691.0,VND,pdf
SAB,2021,38,Firm age,44.0,years,yahoo
SAB,2022,1,Managerial ownership,10.0,%,yahoo
SAB,2022,5,Total share outstanding,1282562372.0,shares,yahoo
SAB,2022,6,Total sales revenue and Net sales revenue,41790818339475.0,VND,pdf
SAB,2022,7,Total assets,4296905191970.0,VND,pdf
SAB,2022,8,Selling expenses,4038486338919.0,VND,pdf
SAB,2022,9,General and administrative expenditure,4011960350649.0,VND,pdf
SAB,2022,12,Net operating income,4011960350649.0,VND,pdf
SAB,2022,13,Consumption of raw material,366423789.0,VND,pdf
SAB,2022,14,Merchandise purchase of the year,41790818339475.0,VND,pdf
SAB,2022,15,Work-in-progress goods purchase,73009588351.0,VND,pdf
SAB,2022,16,Outside manufacturing expenses,4193250170455.0,VND,pdf
SAB,2022,17,Production cost,41790818339475.0,VND,pdf
SAB,2022,21,Net Income,13073315740285.0,VND,pdf
SAB,2022,22,Total shareholders' equity,20246947402325.0,VND,pdf
SAB,2022,23,Market value of equity,88020161406486.97,VND,yahoo
SAB,2022,24,Total liabilities,8372592055264.0,VND,pdf
SAB,2022,25,Net cash from operating activities,219895651128.0,VND,pdf
SAB,2022,27,Cash flows from investing activities,-21504308649.0,VND,pdf
SAB,2022,28,Cash and cash equivalent,181904281432.0,VND,pdf
SAB,2022,29,Long-term debt,85659737027.0,VND,pdf
SAB,2022,30,Current assets,225562528592.0,VND,pdf
SAB,2022,31,Current liabilities,8286932318237.0,VND,pdf
SAB,2022,32,Growth ratio,32.94,%,computed
SAB,2022,33,Total inventory,-302319392736.0,VND,pdf
SAB,2022,37,"Net plant, property and equipment",2384281.0,VND,pdf
SAB,2022,38,Firm age,45.0,years,yahoo
SAB,2023,1,Managerial ownership,10.0,%,yahoo
SAB,2023,5,Total share outstanding,1282562372.0,shares,yahoo
SAB,2023,6,Total sales revenue and Net sales revenue,41813139058076.0,VND,pdf
SAB,2023,7,Total assets,4296905191970.0,VND,pdf
SAB,2023,8,Selling expenses,5226653233453.0,VND,pdf
SAB,2023,9,General and administrative expenditure,5226653233453.0,VND,pdf
SAB,2023,12,Net operating income,858079530098.0,VND,pdf
SAB,2023,13,Consumption of raw material,700169207152.0,VND,pdf
SAB,2023,14,Merchandise purchase of the year,32127500715007.0,VND,pdf
SAB,2023,15,Work-in-progress goods purchase,96307399286.0,VND,pdf
SAB,2023,17,Production cost,32127500715007.0,VND,pdf
SAB,2023,21,Net Income,8586457831240.0,VND,pdf
SAB,2023,22,Total shareholders' equity,21593626852752.0,VND,pdf
SAB,2023,23,Market value of equity,66450217814543.06,VND,yahoo
SAB,2023,24,Total liabilities,935170566006.0,VND,pdf
SAB,2023,25,Net cash from operating activities,4845877996931.0,VND,pdf
SAB,2023,27,Cash flows from investing activities,-99279856031.0,VND,pdf
SAB,2023,28,Cash and cash equivalent,3197.0,VND,pdf
SAB,2023,29,Long-term debt,87167019.0,VND,pdf
SAB,2023,30,Current assets,23225562528592.0,VND,pdf
SAB,2023,31,Current liabilities,848003546758.0,VND,pdf
SAB,2023,32,Growth ratio,0.05,%,computed
SAB,2023,33,Total inventory,236068075.0,VND,pdf
SAB,2023,37,"Net plant, property and equipment",2589099.0,VND,pdf
SAB,2023,38,Firm age,46.0,years,yahoo
SAB,2024,1,Managerial ownership,10.0,%,yahoo
SAB,2024,5,Total share outstanding,1282562372.0,shares,yahoo
SAB,2024,6,Total sales revenue and Net sales revenue,40307905935578.0,VND,pdf
SAB,2024,7,Total assets,29528797418758.0,VND,pdf
SAB,2024,8,Selling expenses,4858079530098.0,VND,pdf
SAB,2024,9,General and administrative expenditure,4858079530098.0,VND,pdf
SAB,2024,12,Net operating income,906036032935.0,VND,pdf
SAB,2024,13,Consumption of raw material,377389197309.0,VND,pdf
SAB,2024,14,Merchandise purchase of the year,448691239392.0,VND,pdf
SAB,2024,15,Work-in-progress goods purchase,252398.0,VND,pdf
SAB,2024,17,Production cost,448691239392.0,VND,pdf
SAB,2024,21,Net Income,3775246732311.0,VND,pdf
SAB,2024,22,Total shareholders' equity,20658817613949.0,VND,pdf
SAB,2024,23,Market value of equity,64920321305117.69,VND,yahoo
SAB,2024,24,Total liabilities,7935170566006.0,VND,pdf
SAB,2024,25,Net cash from operating activities,365990218.0,VND,pdf
SAB,2024,26,Capital expenditure,-242908.0,VND,pdf
SAB,2024,27,Cash flows from investing activities,-91516291764.0,VND,pdf
SAB,2024,28,Cash and cash equivalent,151932106996.0,VND,pdf
SAB,2024,29,Long-term debt,88050185067.0,VND,pdf
SAB,2024,30,Current assets,22678040434933.0,VND,pdf
SAB,2024,31,Current liabilities,8723003536581.0,VND,pdf
SAB,2024,32,Growth ratio,-3.6,%,computed
SAB,2024,33,Total inventory,75584452041.0,VND,pdf
SAB,2024,38,Firm age,47.0,years,yahoo
TRA,2020,1,Managerial ownership,10.0,%,yahoo
TRA,2020,6,Total sales revenue and Net sales revenue,1914335576570.0,VND,pdf
TRA,2020,8,Selling expenses,507990576438.0,VND,pdf
TRA,2020,9,General and administrative expenditure,254351128124.0,VND,pdf
TRA,2020,10,Value of intangible assets,54451731195.0,VND,pdf
TRA,2020,14,Merchandise purchase of the year,316690525414.0,VND,pdf
TRA,2020,25,Net cash from operating activities,266648975008.0,VND,pdf
TRA,2020,26,Capital expenditure,-44124870857.0,VND,pdf
TRA,2020,28,Cash and cash equivalent,308893810924.0,VND,pdf
TRA,2020,29,Long-term debt,7726600000.0,VND,pdf
TRA,2020,31,Current liabilities,44555529160.0,VND,pdf
TRA,2020,33,Total inventory,351803505794.0,VND,pdf
TRA,2020,34,Dividend payment,-94245558000.0,VND,pdf
TRA,2020,35,EPS,173450803998.0,VND,pdf
TRA,2020,36,Number of employees,1437.0,people,pdf
TRA,2020,37,"Net plant, property and equipment",534114047091.0,VND,pdf
TRA,2020,38,Firm age,48.0,years,yahoo
TRA,2021,1,Managerial ownership,10.0,%,yahoo
TRA,2021,8,Selling expenses,190049210029.0,VND,pdf
TRA,2021,9,General and administrative expenditure,120275894380.0,VND,pdf
TRA,2021,14,Merchandise purchase of the year,74487728.0,VND,pdf
TRA,2021,21,Net Income,264466856147.0,VND,pdf
TRA,2021,22,Total shareholders' equity,124351620000.0,VND,pdf
TRA,2021,33,Total inventory,122042852881.0,VND,pdf
TRA,2021,38,Firm age,49.0,years,yahoo
TRA,2022,1,Managerial ownership,10.0,%,yahoo
TRA,2022,6,Total sales revenue and Net sales revenue,2398917958769.0,VND,pdf
TRA,2022,8,Selling expenses,-660732503060.0,VND,pdf
TRA,2022,14,Merchandise purchase of the year,87616237108.0,VND,pdf
TRA,2022,21,Net Income,242481762.0,VND,pdf
TRA,2022,22,Total shareholders' equity,1380558911242.0,VND,pdf
TRA,2022,24,Total liabilities,435706116007.0,VND,pdf
TRA,2022,28,Cash and cash equivalent,176029928335.0,VND,pdf
TRA,2022,33,Total inventory,479008495760.0,VND,pdf
TRA,2022,35,EPS,41450540.0,VND,pdf
TRA,2022,36,Number of employees,1476.0,people,pdf
TRA,2022,38,Firm age,50.0,years,yahoo
TRA,2023,1,Managerial ownership,10.0,%,yahoo
TRA,2023,5,Total share outstanding,41450540.0,shares,yahoo
TRA,2023,6,Total sales revenue and Net sales revenue,2398917958769.0,VND,pdf
TRA,2023,8,Selling expenses,-660732503060.0,VND,pdf
TRA,2023,14,Merchandise purchase of the year,-1054301295262.0,VND,pdf
TRA,2023,16,Outside manufacturing expenses,350994361544.0,VND,pdf
TRA,2023,17,Production cost,-1054301295262.0,VND,pdf
TRA,2023,21,Net Income,285268918604.0,VND,pdf
TRA,2023,22,Total shareholders' equity,1489054787015.0,VND,pdf
TRA,2023,23,Market value of equity,3244438363647.0312,VND,yahoo
TRA,2023,28,Cash and cash equivalent,367084837901.0,VND,pdf
TRA,2023,30,Current assets,1530494506578.0,VND,pdf
TRA,2023,32,Growth ratio,0.0,%,computed
TRA,2023,33,Total inventory,467898029137.0,VND,pdf
TRA,2023,36,Number of employees,1481.0,people,pdf
TRA,2023,38,Firm age,51.0,years,yahoo
TRA,2024,1,Managerial ownership,10.0,%,yahoo
TRA,2024,5,Total share outstanding,41450540.0,shares,yahoo
TRA,2024,6,Total sales revenue and Net sales revenue,2347221139848.0,VND,pdf
TRA,2024,7,Total assets,2168910960793.0,VND,pdf
TRA,2024,8,Selling expenses,-625016144416.0,VND,pdf
TRA,2024,9,General and administrative expenditure,911561308536.0,VND,pdf
TRA,2024,10,Value of intangible assets,59995277457.0,VND,pdf
TRA,2024,14,Merchandise purchase of the year,-1110765054153.0,VND,pdf
TRA,2024,17,Production cost,-1110765054153.0,VND,pdf
TRA,2024,21,Net Income,263725237776.0,VND,pdf
TRA,2024,22,Total shareholders' equity,1532699671834.0,VND,pdf
TRA,2024,23,Market value of equity,3023050705674.6875,VND,yahoo
TRA,2024,28,Cash and cash equivalent,12500896954.0,VND,pdf
TRA,2024,30,Current assets,40111299076.0,VND,pdf
TRA,2024,32,Growth ratio,-2.16,%,computed
TRA,2024,33,Total inventory,549326080748.0,VND,pdf
TRA,2024,36,Number of employees,1670.0,people,pdf
TRA,2024,38,Firm age,52.0,years,yahoo
VNM,2020,1,Managerial ownership,10.0,%,yahoo
VNM,2020,6,Total sales revenue and Net sales revenue,56400229726717.0,VND,pdf
VNM,2020,7,Total assets,-417033042497.0,VND,pdf
VNM,2020,8,Selling expenses,12003454552852.0,VND,pdf
VNM,2020,9,General and administrative expenditure,12797090.0,VND,pdf
VNM,2020,10,Value of intangible assets,-6834814390.0,VND,pdf
VNM,2020,12,Net operating income,12797090.0,VND,pdf
VNM,2020,14,Merchandise purchase of the year,31967662837839.0,VND,pdf
VNM,2020,16,Outside manufacturing expenses,116189367411.0,VND,pdf
VNM,2020,17,Production cost,31967662837839.0,VND,pdf
VNM,2020,21,Net Income,7875462401924.0,VND,pdf
VNM,2020,22,Total shareholders' equity,33647122229822.0,VND,pdf
VNM,2020,24,Total liabilities,785358443807.0,VND,pdf
VNM,2020,28,Cash and cash equivalent,2111242815581.0,VND,pdf
VNM,2020,29,Long-term debt,572712158332.0,VND,pdf
VNM,2020,30,Current assets,29665725805058.0,VND,pdf
VNM,2020,31,Current liabilities,212646285475.0,VND,pdf
VNM,2020,33,Total inventory,4905068613616.0,VND,pdf
VNM,2020,37,"Net plant, property and equipment",4736593.0,VND,pdf
VNM,2020,38,Firm age,44.0,years,yahoo
VNM,2021,1,Managerial ownership,10.0,%,yahoo
VNM,2021,6,Total sales revenue and Net sales revenue,59722908393236.0,VND,pdf
VNM,2021,8,Selling expenses,13539380824416.0,VND,pdf
VNM,2021,9,General and administrative expenditure,13539380824416.0,VND,pdf
VNM,2021,10,Value of intangible assets,86503968330.0,VND,pdf
VNM,2021,12,Net operating income,12727619820191.0,VND,pdf
VNM,2021,14,Merchandise purchase of the year,65918346190.0,VND,pdf
VNM,2021,16,Outside manufacturing expenses,107782976757.0,VND,pdf
VNM,2021,17,Production cost,30848721191467.0,VND,pdf
VNM,2021,21,Net Income,260378375.0,VND,pdf
VNM,2021,22,Total shareholders' equity,33647122222.0,VND,pdf
VNM,2021,24,Total liabilities,14785358443807.0,VND,pdf
VNM,2021,28,Cash and cash equivalent,2348551874348.0,VND,pdf
VNM,2021,29,Long-term debt,413872193316.0,VND,pdf
VNM,2021,30,Current assets,36109910649785.0,VND,pdf
VNM,2021,31,Current liabilities,17068416995519.0,VND,pdf
VNM,2021,32,Growth ratio,5.89,%,computed
VNM,2021,33,Total inventory,6773071634017.0,VND,pdf
VNM,2021,35,EPS,4770.0,VND,pdf
VNM,2021,37,"Net plant, property and equipment",5686436.0,VND,pdf
VNM,2021,38,Firm age,45.0,years,yahoo
VNM,2022,1,Managerial ownership,10.0,%,yahoo
VNM,2022,6,Total sales revenue and Net sales revenue,61012074147764.0,VND,pdf
VNM,2022,7,Total assets,-376218620545.0,VND,pdf
VNM,2022,8,Selling expenses,12950670402404.0,VND,pdf
VNM,2022,9,General and administrative expenditure,12727619820191.0,VND,pdf
VNM,2022,10,Value of intangible assets,42841135518.0,VND,pdf
VNM,2022,12,Net operating income,10491064827100.0,VND,pdf
VNM,2022,14,Merchandise purchase of the year,36059015690711.0,VND,pdf
VNM,2022,16,Outside manufacturing expenses,70716169179.0,VND,pdf
VNM,2022,17,Production cost,36059015690711.0,VND,pdf
VNM,2022,21,Net Income,3353468092666.0,VND,pdf
VNM,2022,22,Total shareholders' equity,32816518355085.0,VND,pdf
VNM,2022,24,Total liabilities,15666145881135.0,VND,pdf
VNM,2022,28,Cash and cash equivalent,2299943527624.0,VND,pdf
VNM,2022,29,Long-term debt,357722799611.0,VND,pdf
VNM,2022,30,Current assets,31560382174.0,VND,pdf
VNM,2022,31,Current liabilities,15308423081524.0,VND,pdf
VNM,2022,32,Growth ratio,2.16,%,computed
VNM,2022,33,Total inventory,5537563396117.0,VND,pdf
VNM,2022,35,EPS,3632.0,VND,pdf
VNM,2022,37,"Net plant, property and equipment",6688784.0,VND,pdf
VNM,2022,38,Firm age,46.0,years,yahoo
VNM,2023,1,Managerial ownership,10.0,%,yahoo
VNM,2023,5,Total share outstanding,2089955445.0,shares,yahoo
VNM,2023,6,Total sales revenue and Net sales revenue,60368915511505.0,VND,pdf
VNM,2023,8,Selling expenses,13018093111879.0,VND,pdf
VNM,2023,9,General and administrative expenditure,10903632881807.0,VND,pdf
VNM,2023,12,Net operating income,10903632881807.0,VND,pdf
VNM,2023,14,Merchandise purchase of the year,3257.0,VND,pdf
VNM,2023,16,Outside manufacturing expenses,83065632575.0,VND,pdf
VNM,2023,17,Production cost,32305714006438.0,VND,pdf
